name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul,country
M Muralidaran,1993-2011,350,341,3135.1,198,12326,534,7/30,23.08,3.93,35.2,15,10,SL
Waqar Younis,1990-2003,250,247,2039.2,134,9608,404,7/36,23.78,4.71,30.2,14,13,PAK
WPUJC Vaas,1994-2008,322,320,2629.1,279,11014,400,8/19,27.53,4.18,39.4,9,4,SL
Shahid Afridi,1996-2015,398,372,2945.0,76,13632,395,7/12,34.51,4.62,44.7,4,9,PAK
SM Pollock,1996-2008,303,297,2618.4,313,9631,393,6/35,24.5,3.67,39.9,12,5,SA
Wasim Akram,1990-2003,270,268,2327.5,178,9111,385,5/15,23.66,3.91,36.2,14,4,PAK
GD McGrath,1993-2007,250,248,2161.4,279,8391,381,7/15,22.02,3.88,34.0,9,7,AUS
B Lee,2000-2012,221,217,1864.1,141,8877,380,5/22,23.36,4.76,29.4,14,9,AUS
SL Malinga,2004-2019,226,220,1822.4,103,9760,338,6/38,28.87,5.35,32.3,11,8,SL
A Kumble,1990-2007,271,265,2416.0,109,10412,337,6/12,30.89,4.3,43.0,8,2,IND
ST Jayasuriya,1990-2011,442,368,2479.0,45,11871,323,6/29,36.75,4.78,46.0,8,4,SL
Shakib Al Hasan,2006-2023,247,241,2095.5,101,9360,317,5/29,29.52,4.46,39.6,10,4,BAN
J Srinath,1991-2003,229,227,1989.1,137,8847,315,5/23,28.08,4.44,37.8,7,3,IND
DL Vettori,1997-2015,295,277,2343.2,99,9674,305,5/7,31.71,4.12,46.0,8,2,NZ
SK Warne,1993-2005,194,191,1773.4,110,7541,293,5/33,25.73,4.25,36.3,12,1,AUS
AB Agarkar,1998-2007,191,188,1580.4,100,8021,288,6/42,27.85,5.07,32.9,10,2,IND
Saqlain Mushtaq,1995-2003,169,165,1461.4,66,6275,288,5/20,21.78,4.29,30.4,11,6,PAK
Z Khan,2000-2012,200,197,1682.5,117,8301,282,5/42,29.43,4.93,35.8,7,1,IND
JH Kallis,1996-2014,328,283,1791.4,79,8680,273,5/30,31.79,4.84,39.3,2,2,SA
AA Donald,1991-2003,164,162,1426.5,101,5926,272,6/23,21.78,4.15,31.4,11,2,SA
Mashrafe Mortaza,2001-2020,220,220,1820.2,123,8893,270,6/26,32.93,4.88,40.4,7,1,BAN
Abdul Razzaq,1996-2011,265,254,1823.3,107,8564,269,6/35,31.83,4.69,40.6,8,3,PAK
JM Anderson,2002-2015,194,191,1597.2,125,7861,269,5/23,29.22,4.92,35.6,11,2,ENG
Harbhajan Singh,1998-2015,236,227,2079.5,83,8973,269,5/31,33.35,4.31,46.3,2,3,IND
M Ntini,1998-2009,173,171,1447.5,123,6559,266,6/22,24.65,4.53,32.6,8,4,SA
Shoaib Akhtar,1998-2011,163,162,1294.0,99,6169,247,6/16,24.97,4.76,31.4,6,4,PAK
KD Mills,2001-2015,170,169,1371.4,127,6485,240,5/25,27.02,4.72,34.2,8,1,NZ
MG Johnson,2005-2015,153,150,1248.1,74,6038,239,6/31,25.26,4.83,31.3,9,3,AUS
HH Streak,1993-2005,189,185,1578.0,114,7129,239,5/32,29.82,4.51,39.6,7,1,ZIM
MA Starc,2010-2023,121,121,1040.0,50,5420,236,6/28,22.96,5.21,26.4,12,9,AUS
D Gough,1994-2006,159,156,1411.4,120,6209,235,5/44,26.42,4.39,36.0,10,2,ENG
TG Southee,2008-2023,161,159,1345.5,80,7448,221,7/33,33.7,5.53,36.5,5,3,NZ
RA Jadeja,2009-2023,197,189,1625.0,56,7936,220,5/33,36.07,4.88,44.3,7,2,IND
TA Boult,2012-2023,114,113,1030.0,76,5146,211,7/34,24.38,4.99,29.2,10,6,NZ
Abdur Razzak,2004-2014,153,152,1327.3,70,6065,207,5/29,29.29,4.56,38.4,5,4,BAN
CZ Harris,1990-2004,250,232,1777.5,82,7613,203,5/42,37.5,4.28,52.5,2,1,NZ
CL Cairns,1991-2006,215,186,1361.2,80,6594,201,5/42,32.8,4.84,40.6,3,1,NZ
DJ Bravo,2004-2014,164,150,1085.1,38,5874,199,6/43,29.51,5.41,32.7,6,1,WI
KMDN Kulasekara,2003-2017,184,181,1377.1,106,6751,199,5/22,33.92,4.9,41.5,4,1,SL
AU Rashid,2009-2023,135,129,1131.3,12,6377,199,5/27,32.04,5.63,34.1,8,2,ENG
BKV Prasad,1994-2001,161,160,1354.5,79,6332,196,5/27,32.3,4.67,41.4,3,1,IND
DW Steyn,2005-2019,125,124,1042.4,71,5087,196,6/39,25.95,4.87,31.9,4,3,SA
Mohammed Shami,2013-2023,101,100,830.5,51,4618,195,7/57,23.68,5.55,25.5,10,5,IND
L Klusener,1996-2004,171,164,1222.4,46,5751,192,6/49,29.95,4.7,38.2,1,6,SA
M Morkel,2007-2018,117,114,960.0,47,4761,188,5/21,25.32,4.95,30.6,7,2,SA
CRD Fernando,2001-2012,147,141,1084.3,53,5648,187,6/27,30.2,5.2,34.7,3,1,SL
Saeed Ajmal,2008-2015,113,112,1000.0,50,4182,184,5/24,22.72,4.18,32.6,6,2,PAK
Rashid Khan,2015-2023,103,98,883.2,32,3748,183,7/18,20.48,4.24,28.9,6,4,AFG
Umar Gul,2003-2016,130,128,1010.4,68,5253,179,6/42,29.34,5.19,33.8,4,2,PAK
SCJ Broad,2006-2016,121,121,1018.1,56,5364,178,5/23,30.13,5.26,34.3,9,1,ENG
NLTC Perera,2009-2021,166,157,983.2,28,5740,175,6/44,32.8,5.83,33.7,5,4,SL
NW Bracken,2001-2009,116,116,959.5,90,4240,174,5/47,24.36,4.41,33.0,5,2,AUS
Imran Tahir,2011-2019,107,104,923.3,38,4297,173,7/45,24.83,4.65,32.0,7,3,SA
JDP Oram,2001-2012,160,154,1151.5,93,5047,173,5/26,29.17,4.38,39.9,3,2,NZ
IK Pathan,2004-2012,120,118,975.5,53,5142,173,5/27,29.72,5.26,33.8,5,2,IND
CR Woakes,2011-2023,122,118,956.1,52,5193,173,6/45,30.01,5.43,33.1,11,3,ENG
A Flintoff,1999-2009,141,119,937.2,67,4121,169,5/19,24.38,4.39,33.2,6,2,ENG
Mohammad Nabi,2009-2024,161,156,1266.2,50,5410,169,5/17,32.01,4.27,44.9,4,1,AFG
A Zampa,2016-2024,99,99,866.3,14,4742,169,5/35,28.05,5.47,30.7,11,1,AUS
Kuldeep Yadav,2017-2023,103,100,864.5,29,4370,168,6/25,26.01,5.05,30.8,7,2,IND
SR Watson,2002-2015,190,163,1077.4,35,5342,168,4/36,31.79,4.95,38.4,3,0,AUS
CH Gayle,1999-2019,301,199,1237.2,38,5926,167,5/46,35.48,4.78,44.4,3,1,WI
CEL Ambrose,1990-2000,141,140,1240.0,156,4259,164,5/32,25.96,3.43,45.3,3,2,WI
Mustafizur Rahman,2015-2024,104,103,833.5,35,4307,164,6/43,26.26,5.16,30.5,5,5,BAN
CL Hooper,1990-2003,188,172,1413.3,49,6084,163,4/34,37.32,4.3,52.0,3,0,WI
JO Holder,2013-2023,138,134,1067.0,64,5878,159,5/27,36.96,5.5,40.2,5,2,WI
Aaqib Javed,1990-1998,140,137,1144.1,85,4927,158,7/37,31.18,4.3,43.4,2,4,PAK
Shoaib Malik,1999-2019,287,217,1326.2,38,6192,158,4/19,39.18,4.66,50.3,1,0,PAK
A Nehra,2001-2011,120,120,958.3,55,4981,157,6/23,31.72,5.19,36.6,5,2,IND
K Rabada,2015-2023,101,99,861.5,60,4361,157,6/16,27.77,5.06,32.9,6,2,SA
R Ashwin,2010-2023,116,114,1050.3,37,5180,156,4/25,33.2,4.93,40.4,1,0,IND
GB Hogg,1996-2008,123,113,927.2,37,4188,156,5/32,26.84,4.51,35.6,3,2,AUS
SR Tendulkar,1990-2012,462,270,1342.2,24,6850,154,5/32,44.48,5.1,52.2,4,2,IND
BAW Mendis,2008-2015,87,84,692.2,34,3324,152,6/13,21.86,4.8,27.3,7,3,SL
UDU Chandana,1994-2007,147,136,1023.4,20,4818,151,5/61,31.9,4.7,40.6,4,1,SL
JJ Bumrah,2016-2023,89,88,763.2,57,3509,149,6/19,23.55,4.59,30.7,6,2,IND
Mushtaq Ahmed,1990-2003,132,130,1159.4,45,4906,149,5/36,32.92,4.23,46.6,3,1,PAK
SE Bond,2002-2010,82,80,715.5,88,3070,147,6/19,20.88,4.28,29.2,7,4,NZ
TM Odoyo,1996-2014,136,129,941.3,77,4335,145,4/25,29.89,4.6,38.9,5,0,KENYA
JN Gillespie,1996-2005,97,96,857.2,79,3611,142,5/22,25.42,4.21,36.2,3,3,AUS
PJ Cummins,2011-2023,88,88,763.5,44,4042,141,5/70,28.66,5.29,32.5,6,1,AUS
MJ Henry,2014-2023,82,80,712.5,54,3722,141,5/30,26.39,5.22,30.3,10,2,NZ
B Kumar,2012-2022,121,120,974.3,68,4951,141,5/42,35.11,5.08,41.4,4,1,IND
Mohammad Hafeez,2003-2019,218,177,1288.5,48,5400,139,4/41,38.84,4.18,55.6,1,0,PAK
HDPK Dharmasena,1994-2004,141,134,1168.1,40,4998,138,4/37,36.21,4.27,50.7,1,0,SL
SB Styris,1999-2011,188,161,1019.0,39,4839,137,6/25,35.32,4.74,44.6,4,1,NZ
JR Hazlewood,2010-2024,86,85,752.3,58,3556,135,6/52,26.34,4.72,33.4,1,3,AUS
MF Maharoof,2004-2016,109,105,773.2,50,3789,135,6/14,28.06,4.89,34.3,4,2,SL
LE Plunkett,2005-2019,89,87,689.3,14,4010,135,5/52,29.7,5.81,30.6,6,1,ENG
DW Fleming,1994-2001,88,88,769.5,62,3402,134,5/36,25.38,4.41,34.4,4,1,AUS
A Symonds,1998-2009,198,158,989.1,30,4955,133,5/18,37.25,5.0,44.6,2,1,AUS
P Utseya,2004-2015,164,160,1428.3,65,6239,133,5/36,46.9,4.36,64.4,2,1,ZIM
M Dillon,1997-2005,108,107,913.2,70,4218,130,5/29,32.44,4.61,42.1,3,3,WI
CA Walsh,1990-2000,122,121,1052.1,125,4060,130,4/16,31.23,3.85,48.5,2,0,WI
Rubel Hossain,2009-2021,104,102,779.4,29,4427,129,6/26,34.31,5.67,36.2,7,1,BAN
JE Taylor,2003-2017,90,88,723.3,35,3780,128,5/48,29.53,5.22,33.9,3,1,WI
AD Mathews,2008-2023,226,163,887.2,56,4110,126,6/20,32.61,4.63,42.2,2,1,SL
M Prabhakar,1990-1996,95,93,804.0,52,3551,126,5/33,28.18,4.41,38.2,3,2,IND
Mohammad Rafique,1995-2007,125,124,1069.0,63,4739,125,5/47,37.91,4.43,51.3,3,1,BAN
KAJ Roach,2008-2022,95,93,763.1,53,3885,125,6/27,31.08,5.09,36.6,3,3,WI
Azhar Mahmood,1996-2007,143,139,1040.2,58,4813,123,6/18,39.13,4.62,50.7,2,3,PAK
YS Chahal,2016-2023,72,69,623.1,14,3283,121,6/42,27.13,5.26,30.9,5,2,IND
Mohammad Sami,2001-2015,87,85,714.0,42,3567,121,5/10,29.47,4.99,35.4,3,1,PAK
Wahab Riaz,2008-2020,91,90,721.1,20,4117,120,5/46,34.3,5.7,36.0,5,1,PAK
AG Cremer,2009-2018,96,95,780.0,28,3597,119,6/46,30.22,4.61,39.3,4,3,ZIM
R Rampaul,2003-2015,92,88,672.1,33,3434,117,5/49,29.35,5.1,34.4,8,2,WI
TL Chatara,2013-2023,87,87,709.0,55,3752,115,4/33,32.62,5.29,36.9,1,0,ZIM
Dawlat Zadran,2011-2019,82,80,628.1,42,3423,115,4/22,29.76,5.44,32.7,3,0,AFG
I Sharma,2007-2016,80,78,622.1,29,3563,115,4/34,30.98,5.72,32.4,6,0,IND
WJ Cronje,1992-2000,188,153,892.5,33,3966,114,5/32,34.78,4.44,46.9,1,1,SA
KJ O'Brien,2006-2021,153,116,716.0,30,3726,114,4/13,32.68,5.2,37.6,5,0,IRE
GR Larsen,1990-1999,121,119,1061.2,90,4000,113,4/24,35.39,3.76,56.3,1,0,NZ
CJ McDermott,1990-1996,74,74,660.0,66,2433,113,4/34,21.53,3.68,35.0,2,0,AUS
S Lamichhane,2018-2023,51,50,462.2,28,2023,112,6/11,18.06,4.37,24.7,8,3,NEP
MM Ali,2014-2023,138,128,998.0,13,5311,111,4/46,47.84,5.32,53.9,2,0,ENG
PD Collingwood,2001-2011,197,151,864.2,14,4294,111,6/31,38.68,4.96,46.7,3,1,ENG
AS Joseph,2016-2024,68,67,577.2,23,3158,111,5/56,28.45,5.46,31.2,4,1,WI
SR Waugh,1990-2002,245,135,909.2,35,4187,111,4/40,37.72,4.6,49.1,1,0,AUS
Yuvraj Singh,2000-2017,304,161,841.2,18,4294,111,5/31,38.68,5.1,45.4,2,1,IND
Junaid Khan,2011-2019,76,76,600.1,33,3216,110,4/12,29.23,5.35,32.7,4,0,PAK
Naved-ul-Hasan,2003-2010,74,72,577.4,25,3221,110,6/27,29.28,5.57,31.5,6,1,PAK
DR Tuffey,2000-2010,94,92,722.1,70,3534,110,4/24,32.12,4.89,39.3,2,0,NZ
TT Bresnan,2006-2015,85,84,703.3,35,3813,109,5/48,34.98,5.42,38.7,3,1,ENG
RAS Lakmal,2009-2021,86,84,646.5,36,3534,109,4/13,32.42,5.46,35.6,3,0,SL
GP Wickramasinghe,1990-2002,134,132,953.2,49,4321,109,4/48,39.64,4.53,52.4,1,0,SL
DNT Zoysa,1997-2007,95,93,709.5,61,3213,108,5/26,29.75,4.52,39.4,2,1,SL
MJ Santner,2015-2023,104,99,812.3,18,3960,107,5/50,37.0,4.87,45.5,0,2,NZ
TM Dilshan,1999-2016,330,204,980.0,22,4778,106,4/4,45.07,4.87,55.4,3,0,SL
GH Dockrell,2010-2024,124,105,796.2,31,3870,106,4/24,36.5,4.85,45.0,4,0,IRE
Mehidy Hasan Miraz,2017-2024,97,94,765.3,34,3695,106,4/25,34.85,4.82,43.3,5,0,BAN
A Nel,2001-2008,79,76,633.3,58,2935,106,5/45,27.68,4.63,35.8,3,1,SA
WB Rankin,2007-2020,75,73,617.0,42,2955,106,4/15,27.87,4.78,34.9,4,0,IRE
PR Reiffel,1992-1999,92,92,788.4,85,3096,106,4/13,29.2,3.92,44.6,5,0,AUS
UT Yadav,2010-2018,75,73,593.0,23,3565,106,4/31,33.63,6.01,33.5,4,0,IND
GW Flower,1992-2010,221,156,910.2,11,4225,104,4/32,40.62,4.64,52.5,2,0,ZIM
DK Morrison,1990-1996,82,81,645.0,41,2846,104,5/34,27.36,4.41,37.2,0,2,NZ
Shaheen Shah Afridi,2018-2023,53,52,449.1,24,2490,104,6/35,23.94,5.54,25.9,6,3,PAK
GP Swann,2000-2013,79,76,634.5,25,2888,104,5/28,27.76,4.54,36.6,3,1,ENG
C Pringle,1990-1995,64,64,552.2,36,2459,103,5/45,23.87,4.45,32.1,2,1,NZ
Taskin Ahmed,2014-2024,73,71,570.2,26,3088,103,5/28,29.98,5.41,33.2,4,2,BAN
ST Finn,2011-2017,69,67,591.4,38,2996,102,5/33,29.37,5.06,34.8,4,2,ENG
SM Sharif,2011-2024,80,79,628.1,40,3123,102,5/33,30.61,4.97,36.9,3,2,SCOT
E Chigumbura,2004-2018,213,132,723.1,23,4274,101,4/28,42.31,5.91,42.9,1,0,ZIM
Mujeeb Ur Rahman,2017-2023,75,74,661.2,39,2863,101,5/50,28.34,4.32,39.2,3,1,AFG
SC Ganguly,1992-2007,311,171,760.1,30,3849,100,5/16,38.49,5.06,45.6,1,2,IND
Hasan Ali,2016-2023,66,64,531.2,16,3084,100,5/34,30.84,5.8,31.8,2,4,PAK
CK Langeveldt,2001-2010,72,71,581.3,29,2962,100,5/39,29.62,5.09,34.8,1,2,SA
RW Price,2002-2012,102,99,895.4,75,3575,100,4/22,35.75,3.99,53.7,1,0,ZIM
DJ Willey,2015-2023,73,72,538.2,34,2975,100,5/30,29.75,5.52,32.3,4,1,ENG
NJ Astle,1995-2007,223,159,808.2,28,3809,99,4/43,38.47,4.71,48.9,1,0,NZ
LH Ferguson,2016-2023,65,64,550.0,13,3124,99,5/45,31.55,5.68,33.3,2,1,NZ
WD Parnell,2009-2023,73,69,537.2,23,3010,99,5/48,30.4,5.6,32.5,3,2,SA
CJ McKay,2009-2014,59,59,494.1,38,2364,97,5/28,24.37,4.78,30.5,4,2,AUS
N Boje,1995-2005,115,108,756.5,22,3415,96,5/21,35.57,4.51,47.3,2,1,SA
JP Faulkner,2013-2017,69,67,535.1,12,2962,96,4/32,30.85,5.53,33.4,4,0,AUS
V Sehwag,1999-2013,251,146,732.0,13,3853,96,4/6,40.13,5.26,45.7,1,0,IND
PA Strang,1994-2001,95,89,725.1,35,3173,96,5/21,33.05,4.37,45.3,2,2,ZIM
Bilal Khan,2019-2023,45,45,391.0,29,1969,95,5/31,20.72,5.03,24.6,4,4,OMA
PS de Villiers,1992-1997,83,82,737.0,86,2636,95,4/27,27.74,3.57,46.5,2,0,SA
AJ Hall,1999-2007,88,78,556.5,30,2515,95,5/18,26.47,4.51,35.1,3,1,SA
SO Tikolo,1996-2014,135,99,669.2,23,3215,94,4/41,34.2,4.8,42.7,2,0,KENYA
LL Tsotsobe,2009-2013,61,60,494.0,44,2347,94,4/22,24.96,4.75,31.5,7,0,SA
CB Mpofu,2004-2020,84,83,660.0,41,3581,93,6/52,38.5,5.42,42.5,2,1,ZIM
Zahoor Khan,2017-2024,62,62,480.0,25,2405,93,6/34,25.86,5.01,30.9,2,1,UAE
SP Narine,2011-2016,65,65,590.0,35,2435,92,6/27,26.46,4.12,38.4,4,2,WI
AC Cummins,1991-2007,76,74,627.5,29,2877,91,5/31,31.61,4.58,41.3,2,1,WI
AL Phehlukwayo,2016-2023,78,73,499.1,17,2889,91,4/22,31.74,5.78,32.9,3,0,SA
MRJ Watt,2016-2024,64,63,560.1,46,2316,91,5/33,25.45,4.13,36.9,3,1,SCOT
MN Samuels,2000-2018,207,134,848.3,23,4127,89,3/12,46.37,4.86,57.2,0,0,WI
L Ngidi,2018-2023,56,55,436.3,26,2508,88,6/58,28.5,5.74,29.7,4,1,SA
Sikandar Raza,2013-2024,142,112,768.2,24,3738,88,4/55,42.47,4.86,52.3,1,0,ZIM
GJ Whittall,1993-2003,147,112,676.4,18,3481,88,4/35,39.55,5.14,46.1,1,0,ZIM
PA de Silva,1990-2003,240,124,659.4,22,3207,86,4/30,37.29,4.86,46.0,2,0,SL
AR McBrine,2014-2024,88,83,685.5,37,3090,86,5/29,35.93,4.5,47.8,2,1,IRE
MM Patel,2006-2011,70,67,525.4,38,2603,86,4/29,30.26,4.95,36.6,3,0,IND
Aamer Sohail,1990-2000,156,125,806.0,17,3703,85,4/22,43.56,4.59,56.8,1,0,PAK
IJ Harvey,1997-2004,73,70,546.3,29,2577,85,4/16,30.31,4.71,38.5,4,0,AUS
Rohan Mustafa,2014-2023,81,80,631.1,31,2831,85,5/25,33.3,4.48,44.5,1,1,UAE
Shadab Khan,2017-2023,70,67,564.4,13,2960,85,4/27,34.82,5.24,39.8,5,0,PAK
ME Waugh,1990-2002,237,120,614.3,11,2938,85,5/24,34.56,4.78,43.3,1,1,AUS
PW Hasaranga,2017-2024,54,53,429.3,20,2194,84,7/19,26.11,5.1,30.6,3,4,SL
HH Pandya,2016-2023,86,80,533.1,15,2960,84,4/24,35.23,5.55,38.0,1,0,IND
CD Collymore,1999-2007,84,80,679.0,45,2924,83,5/51,35.22,4.3,49.0,1,1,WI
Mohammad Irfan,2010-2016,60,60,518.1,31,2549,83,4/30,30.71,4.91,37.4,2,0,PAK
Saleem Malik,1990-1999,178,101,506.5,8,2539,83,5/35,30.59,5.0,36.6,1,1,PAK
SC Williams,2005-2023,156,128,798.4,34,3946,83,4/43,47.54,4.94,57.7,1,0,ZIM
MJ McClenaghan,2013-2016,48,45,389.2,11,2313,82,5/58,28.2,5.94,28.4,6,1,NZ
Mahmudullah,2007-2024,232,151,725.0,14,3791,82,3/4,46.23,5.22,53.0,0,0,BAN
JEC Franklin,2001-2013,110,97,641.2,34,3354,81,5/42,41.4,5.22,47.5,0,1,NZ
Mohammad Amir,2009-2019,61,60,502.1,34,2400,81,5/30,29.62,4.77,37.1,1,1,PAK
DJG Sammy,2004-2015,126,119,826.0,41,3851,81,4/26,47.54,4.66,61.1,1,0,WI
IR Bishop,1990-1997,63,62,530.5,40,2366,80,5/25,29.57,4.45,39.8,4,1,WI
N Kapil Dev,1990-1994,76,74,616.4,73,2291,79,4/31,29.0,3.71,46.8,2,0,IND
CR Matthews,1991-1997,56,55,500.3,53,1975,79,4/10,25.0,3.94,38.0,3,0,SA
PV Simmons,1991-1999,118,97,623.4,36,2770,79,4/3,35.06,4.44,47.3,2,0,WI
AJ Bichel,1997-2004,67,66,542.5,28,2463,78,7/20,31.57,4.53,41.7,1,2,AUS
IDR Bradshaw,2004-2007,62,62,528.4,38,2299,78,3/15,29.47,4.34,40.6,0,0,WI
PJ Ongondo,1999-2011,79,79,517.0,51,2350,78,5/51,30.12,4.54,39.7,1,1,KENYA
Iftikhar Anjum,2004-2010,62,60,493.2,41,2430,77,5/30,31.55,4.92,38.4,2,1,PAK
P Kumar,2007-2012,68,67,540.2,45,2774,77,4/31,36.02,5.13,42.1,3,0,IND
R McLaren,2009-2014,54,51,400.3,13,2102,77,4/19,27.29,5.24,31.2,5,0,SA
MA Wood,2015-2023,66,65,549.5,18,3039,77,4/33,39.46,5.52,42.8,2,0,ENG
SJ Harmison,2002-2009,58,57,483.1,29,2481,76,5/33,32.64,5.13,38.1,2,1,ENG
RD King,1998-2005,50,50,433.5,41,1807,76,4/25,23.77,4.16,34.2,2,0,WI
GB Brent,1996-2008,70,69,565.0,40,2776,75,4/22,37.01,4.91,45.2,3,0,ZIM
RJ Peterson,2002-2014,79,74,546.2,15,2680,75,4/12,35.73,4.9,43.7,3,0,SA
S Sreesanth,2005-2011,53,52,412.4,16,2508,75,6/55,33.44,6.07,33.0,2,1,IND
HMRKB Herath,2004-2015,71,67,540.2,18,2362,74,4/20,31.91,4.37,43.8,1,0,SL
Karan KC,2018-2024,51,51,362.2,26,1923,74,5/33,25.98,5.3,29.3,5,3,NEP
TJ Murtagh,2012-2019,58,57,503.2,45,2290,74,5/21,30.94,4.54,40.8,4,1,IRE
BA Stokes,2011-2023,114,88,518.2,8,3137,74,5/61,42.39,6.05,42.0,1,1,ENG
CA Young,2014-2024,45,42,355.2,16,1930,74,5/46,26.08,5.43,28.8,1,1,IRE
Gulbadin Naib,2011-2024,82,76,468.3,12,2599,73,6/43,35.6,5.54,38.5,3,1,AFG
RS Kalpage,1992-1999,86,81,660.0,20,2975,73,4/36,40.75,4.5,54.2,2,0,SL
SN Netravalkar,2019-2023,48,47,409.4,49,1626,73,5/32,22.27,3.96,33.6,1,2,USA
J Botha,2005-2012,78,75,637.1,13,2916,72,4/19,40.5,4.57,53.0,1,0,SA
BJ McCarthy,2016-2024,45,45,373.4,14,2166,72,5/46,30.08,5.79,31.1,2,1,IRE
T Shamsi,2016-2023,51,48,413.3,8,2284,72,5/49,31.72,5.52,34.4,3,1,SA
PL Symcox,1993-1999,80,80,665.1,25,2762,72,4/28,38.36,4.15,55.4,1,0,SA
JDS Neesham,2013-2023,76,72,408.0,6,2556,71,5/27,36.0,6.26,34.4,2,2,NZ
DBL Powell,2002-2009,55,55,475.0,35,2239,71,4/27,31.53,4.71,40.1,2,0,WI
Sohail Tanvir,2007-2014,62,60,491.3,24,2566,71,5/48,36.14,5.22,41.5,3,1,PAK
Sompal Kami,2018-2024,54,54,397.3,34,2038,71,5/33,28.7,5.12,33.5,1,1,NEP
BM McMillan,1991-1998,78,75,603.5,33,2589,70,4/32,36.98,4.28,51.7,1,0,SA
GJ Maxwell,2012-2023,138,110,619.5,12,3384,70,4/40,48.34,5.45,53.1,4,0,AUS
NN Odhiambo,2006-2014,69,67,468.0,26,2585,70,4/61,36.92,5.52,40.1,1,0,KENYA
AD Russell,2011-2019,56,55,381.4,14,2229,70,4/35,31.84,5.84,32.7,5,0,WI
Shafiul Islam,2010-2020,60,60,423.2,26,2529,70,4/21,36.12,5.97,36.2,4,0,BAN
CA Soper,2016-2023,56,56,435.2,35,1985,70,6/41,28.35,4.55,37.3,1,2,PNG
AR Caddick,1993-2003,54,53,489.3,66,1965,69,4/19,28.47,4.01,42.5,3,0,ENG
JP Duminy,2004-2019,199,135,585.3,9,3143,69,4/16,45.55,5.36,50.9,1,0,SA
Haris Rauf,2020-2023,37,37,305.5,11,1822,69,5/18,26.4,5.95,26.5,4,1,PAK
SB Joshi,1996-2001,69,67,564.2,33,2509,69,5/6,36.36,4.44,49.0,1,1,IND
RP Singh,2005-2011,58,57,427.3,31,2343,69,4/35,33.95,5.48,37.1,2,0,IND
RR Singh,1996-2001,134,116,621.0,28,2978,69,5/22,43.15,4.79,54.0,0,2,IND
EA Brandes,1992-1999,55,55,438.2,34,2112,68,5/28,31.05,4.81,38.6,1,2,ZIM
Mohammed Siraj,2019-2023,41,40,304.1,29,1550,68,6/21,22.79,5.09,26.8,2,1,IND
HA Varaiya,2006-2014,63,60,491.5,40,2048,68,4/25,30.11,4.16,43.3,2,0,KENYA
MA Ealham,1996-2001,64,62,537.5,33,2197,67,5/15,32.79,4.08,48.1,1,2,ENG
JR Hopes,2005-2010,84,75,526.1,32,2384,67,5/14,35.58,4.53,47.1,0,1,AUS
MS Kasprowicz,1995-2005,43,42,370.5,28,1674,67,5/45,24.98,4.51,33.2,1,2,AUS
Khaled Mahmud,1998-2006,77,75,564.1,30,2865,67,4/19,42.76,5.07,50.5,1,0,BAN
DT Johnston,2006-2013,67,63,488.2,46,2115,66,5/14,32.04,4.33,44.3,1,1,IRE
CC Lewis,1990-1998,53,49,437.3,29,1942,66,4/30,29.42,4.43,39.7,4,0,ENG
T Panyangara,2004-2016,65,65,540.2,41,3024,65,3/28,46.52,5.59,49.8,0,0,ZIM
SN Thakur,2017-2023,47,46,323.2,10,2014,65,4/37,30.98,6.22,29.8,3,0,IND
C White,1994-2003,51,50,394.0,25,1726,65,5/21,26.55,4.38,36.3,1,1,ENG
Ahmed Raza,2014-2022,53,53,466.5,18,1924,64,5/26,30.06,4.12,43.7,1,1,UAE
Junaid Siddique,2019-2024,46,45,354.0,26,1781,64,4/23,27.82,5.03,33.1,1,0,UAE
A Mishra,2003-2016,36,34,319.3,19,1511,64,6/48,23.6,4.72,29.9,2,2,IND
DJ Nash,1992-2002,81,78,569.2,37,2622,64,4/38,40.96,4.6,53.3,1,0,NZ
AR Cusack,2007-2015,59,52,325.3,24,1510,63,5/20,23.96,4.63,31.0,1,1,IRE
N Pradeep,2012-2022,49,47,390.5,20,2339,63,4/31,37.12,5.98,37.2,2,0,SL
NM Hauritz,2002-2011,58,56,454.0,12,2152,63,4/29,34.15,4.74,43.2,2,0,AUS
NL McCullum,2009-2015,84,81,589.2,6,2956,63,3/24,46.92,5.01,56.1,0,0,NZ
AD Mullally,1996-2001,50,49,449.5,48,1728,63,4/18,27.42,3.84,42.8,2,0,ENG
SLV Raju,1990-1996,53,52,461.4,16,2014,63,4/46,31.96,4.36,43.9,2,0,IND
IS Sodhi,2015-2023,51,48,407.1,12,2251,63,6/39,35.73,5.52,38.7,1,1,NZ
R Trumpelmann,2021-2024,38,38,309.1,23,1462,63,5/30,23.2,4.72,29.4,2,2,NAM
DE Bollinger,2009-2011,39,39,323.4,28,1482,62,5/35,23.9,4.57,31.3,3,2,AUS
BM Scholtz,2019-2024,45,45,384.5,49,1281,62,5/22,20.66,3.32,37.2,2,1,NAM
SW Tait,2007-2011,35,34,281.2,11,1461,62,4/39,23.56,5.19,27.2,2,0,AUS
DT Hondo,2001-2005,56,56,396.5,21,2171,61,4/37,35.59,5.47,39.0,3,0,ZIM
DR Smith,2004-2015,105,73,454.2,18,2285,61,5/45,37.45,5.02,44.6,3,1,WI
